,Location,No. of Bedrooms,City,price_lack
5213,Alaknanda,3.0,Delhi,15700000
5214,Kalkaji,3.0,Delhi,22500000
5215,Alaknanda,3.0,Delhi,19000000
5216,Kalkaji,3.0,Delhi,16700000
5217,Alaknanda,2.0,Delhi,15500000
5218,Alaknanda,2.0,Delhi,17000000
5219,Kalkaji,2.0,Delhi,16000000
5220,Kalkaji,2.0,Delhi,15500000
5221,Alaknanda,3.0,Delhi,19000000
5222,Kalkaji,2.0,Delhi,14500000
5223,Alaknanda,2.0,Delhi,13799999
5224,Alaknanda,3.0,Delhi,19500000
5225,Alaknanda,3.0,Delhi,19500000
5226,Chattarpur,4.0,Delhi,9000000
5227,Dwarka Mor,3.0,Delhi,4299000
5228,Dwarka Mor,2.0,Delhi,3200000
5229,Dwarka Mor,2.0,Delhi,2499000
5230,DLF Farms,3.0,Delhi,7000000
5231,Sector 13 Dwarka,3.0,Delhi,15500000
5232,Sector 13 Dwarka,3.0,Delhi,13799999
5233,Sector 3 Dwarka,3.0,Delhi,13200000
5234,Sector 22 Dwarka,3.0,Delhi,13000000
5235,Sector 7 Dwarka,3.0,Delhi,13000000
5236,Vasant Kunj,3.0,Delhi,25000000
5237,Uttam Nagar,3.0,Delhi,4499000
5238,Uttam Nagar,2.0,Delhi,2799000
5239,Uttam Nagar,2.0,Delhi,3799000
5240,Uttam Nagar,2.0,Delhi,3500000
5241,Uttam Nagar,3.0,Delhi,3900000
5242,Vasant Kunj,1.0,Delhi,7000000
5243,Vasant Kunj,1.0,Delhi,9000000
5244,Vasant Kunj,1.0,Delhi,7500000
5245,Vasant Kunj,2.0,Delhi,13000000
5246,Vasant Kunj,2.0,Delhi,11000000
5247,Vasant Kunj,3.0,Delhi,19000000
5248,Kalkaji,1.0,Delhi,7200000
5249,Vasant Kunj,1.0,Delhi,7500000
5250,Uttam Nagar,2.0,Delhi,2100000
5251,Uttam Nagar,4.0,Delhi,7000000
5252,Uttam Nagar,2.0,Delhi,3699000
5253,Uttam Nagar,2.0,Delhi,3099000
5254,Uttam Nagar,3.0,Delhi,4799000
5255,Dwarka Mor,3.0,Delhi,5800000
5256,Dwarka Mor,3.0,Delhi,4700000
5257,Dwarka Mor,2.0,Delhi,2700000
5258,Dwarka Mor,2.0,Delhi,2400000
5259,Dwarka Mor,2.0,Delhi,3500000
5260,Dwarka Mor,3.0,Delhi,4200000
5261,Vasant Kunj,3.0,Delhi,30000000
5262,Vasant Kunj,3.0,Delhi,30000000
5263,Paschim Vihar,3.0,Delhi,10000000
5264,Dwarka Mor,3.0,Delhi,6900000
5265,Dwarka Mor,3.0,Delhi,5500000
5266,Dwarka Mor,2.0,Delhi,3190000
5267,Dwarka Mor,2.0,Delhi,3220000
5268,Dwarka Mor,3.0,Delhi,4700000
5269,Dwarka Mor,2.0,Delhi,3210000
5270,Dwarka Mor,2.0,Delhi,3225000
5271,Dwarka Mor,3.0,Delhi,4300000
5272,Dwarka Mor,3.0,Delhi,4100000
5273,Dwarka Mor,2.0,Delhi,2700000
5274,Vasant Kunj,1.0,Delhi,7500000
5275,Vasant Kunj,2.0,Delhi,10500000
5276,Vasant Kunj,1.0,Delhi,7500000
5277,Uttam Nagar,2.0,Delhi,2599000
5278,Uttam Nagar,2.0,Delhi,2899000
5279,Uttam Nagar,3.0,Delhi,4400000
5280,Vasant Kunj,2.0,Delhi,11000000
5281,Vasant Kunj,1.0,Delhi,2650000
5282,nawada,3.0,Delhi,4200000
5283,Pitampura,2.0,Delhi,3500000
5284,Vasant Kunj,4.0,Delhi,21000000
5285,Vasant Kunj,4.0,Delhi,21000000
5286,Vasant Kunj,4.0,Delhi,21000000
5287,Burari,3.0,Delhi,3600000
5288,Mehrauli,2.0,Delhi,5999000
5289,Mehrauli,3.0,Delhi,10500000
5290,Vasant Kunj,3.0,Delhi,17500000
5291,Khanpur,2.0,Delhi,3200000
5292,Sector 13 Dwarka,3.0,Delhi,11500000
5293,Sector 13 Dwarka,3.0,Delhi,11500000
5294,Paschim Vihar,2.0,Delhi,9000000
5295,Pitampura,3.0,Delhi,16000000
5296,Uttam Nagar,3.0,Delhi,4799000
5297,Uttam Nagar,2.0,Delhi,2599000
5298,Uttam Nagar,2.0,Delhi,2899000
5299,Uttam Nagar,3.0,Delhi,4400000
5300,Saket,1.0,Delhi,6100000
5301,Chattarpur,2.0,Delhi,3200000
5302,nawada,3.0,Delhi,4700000
5303,nawada,3.0,Delhi,4000000
5304,nawada,3.0,Delhi,4000000
5305,Uttam Nagar,2.0,Delhi,2700000
5306,Uttam Nagar,2.0,Delhi,2800000
5307,nawada,3.0,Delhi,3400000
5308,Dwarka Mor,3.0,Delhi,4000000
5309,Dwarka Mor,3.0,Delhi,3600000
5310,Dwarka Mor,2.0,Delhi,2500000
5311,nawada,3.0,Delhi,4200000
5312,Uttam Nagar,3.0,Delhi,4200000
5313,Dwarka Mor,3.0,Delhi,4500000
5314,Uttam Nagar,3.0,Delhi,4300000
5315,Chattarpur,2.0,Delhi,3200000
5316,Chattarpur,2.0,Delhi,3200000
5317,Vasant Kunj,1.0,Delhi,7000000
5318,Vasant Kunj,3.0,Delhi,23000000
5319,Paschim Vihar,1.0,Delhi,5000000
5320,Paschim Vihar,3.0,Delhi,9500000
5321,Paschim Vihar,3.0,Delhi,18000000
5322,Mahipalpur,2.0,Delhi,2800000
5323,Mehrauli,2.0,Delhi,4500000
5324,Mehrauli,2.0,Delhi,5000000
5325,Mehrauli,2.0,Delhi,6200000
5326,Mahipalpur,2.0,Delhi,2800000
5327,Mehrauli,3.0,Delhi,10000000
5328,Vasant Kunj,2.0,Delhi,3000000
5329,Mahipalpur,2.0,Delhi,3000000
5330,Mahipalpur,2.0,Delhi,3000000
5331,Vasant Kunj,2.0,Delhi,11000000
5332,Sector 6 Dwarka,1.0,Delhi,6500000
5333,Vasant Kunj,2.0,Delhi,18000000
5334,Vasant Kunj,1.0,Delhi,6798999
5335,Vasant Kunj,2.0,Delhi,16500000
5336,Uttam Nagar,3.0,Delhi,7000000
5337,Uttam Nagar,3.0,Delhi,4700000
5338,Uttam Nagar,1.0,Delhi,2400000
5339,Uttam Nagar,1.0,Delhi,2000000
5340,Uttam Nagar,2.0,Delhi,2700000
5341,Uttam Nagar,2.0,Delhi,3500000
5342,Uttam Nagar,3.0,Delhi,4200000
5343,Uttam Nagar,3.0,Delhi,4700000
5344,Uttam Nagar,1.0,Delhi,2500000
5345,Uttam Nagar,2.0,Delhi,2700000
5346,Uttam Nagar,2.0,Delhi,3500000
5347,Uttam Nagar,3.0,Delhi,4200000
5348,Vasant Kunj,3.0,Delhi,18000000
5349,Vasant Kunj,3.0,Delhi,18000000
5350,Paschim Vihar,2.0,Delhi,8000000
5351,Paschim Vihar,2.0,Delhi,7500000
5352,Paschim Vihar,2.0,Delhi,8500000
5353,Paschim Vihar,2.0,Delhi,6500000
5354,Vasant Kunj,1.0,Delhi,7500000
5355,Paschim Vihar,3.0,Delhi,13000000
5356,Paschim Vihar,2.0,Delhi,7000000
5357,Vasant Kunj,3.0,Delhi,13500000
5358,Vasant Kunj,3.0,Delhi,13500000
5359,Vasant Kunj,2.0,Delhi,16500000
5360,mayur vihar phase 1,2.0,Delhi,2800000
5361,Sarita Vihar,2.0,Delhi,20500000
5362,Sarita Vihar,2.0,Delhi,8500000
5363,Vasant Kunj,3.0,Delhi,23000000
5364,Mansa Ram Park,2.0,Delhi,2300000
5365,Chattarpur,3.0,Delhi,6000000
5366,Burari,2.0,Delhi,2600000
5367,Burari,2.0,Delhi,2700000
5368,Paschim Vihar,3.0,Delhi,12000000
5369,Burari,3.0,Delhi,5500000
5370,Dwarka Mor,3.0,Delhi,5800000
5371,Dwarka Mor,3.0,Delhi,4700000
5372,Dwarka Mor,2.0,Delhi,2700000
5373,Dwarka Mor,2.0,Delhi,2400000
5374,Dwarka Mor,2.0,Delhi,3500000
5375,Dwarka Mor,3.0,Delhi,4200000
5376,Uttam Nagar,3.0,Delhi,5200000
5377,Uttam Nagar,2.0,Delhi,3200000
5378,Uttam Nagar,3.0,Delhi,4299000
5379,Dwarka Mor,2.0,Delhi,3200000
5380,Dwarka Mor,2.0,Delhi,2499000
5381,Dwarka Mor,3.0,Delhi,4299000
5382,Dwarka Mor,3.0,Delhi,5200000
5383,Uttam Nagar,4.0,Delhi,8900000
5384,Uttam Nagar,3.0,Delhi,5500000
5385,Uttam Nagar,2.0,Delhi,2700000
5386,Uttam Nagar,2.0,Delhi,2400000
5387,Uttam Nagar,3.0,Delhi,7500000
5388,Uttam Nagar,4.0,Delhi,7000000
5389,Uttam Nagar,2.0,Delhi,3500000
5390,Uttam Nagar,3.0,Delhi,4200000
5391,Alaknanda,2.0,Delhi,16000000
5392,Chattarpur,3.0,Delhi,8800000
5393,Sheikh Sarai,3.0,Delhi,12000000
5394,Saket,4.0,Delhi,30000000
5395,Palam,3.0,Delhi,12300000
5396,Alaknanda,2.0,Delhi,15000000
5397,Sector 18A Dwarka,2.0,Delhi,8400000
5398,Sector 13 Dwarka,2.0,Delhi,10000000
5399,Dwarka Mor,3.0,Delhi,4199000
5400,Dwarka Mor,2.0,Delhi,2700000
5401,Dwarka Mor,2.0,Delhi,2550000
5402,Dwarka Mor,2.0,Delhi,3099000
5403,Dwarka Mor,3.0,Delhi,5000000
5404,Dwarka Mor,3.0,Delhi,4500000
5405,Dwarka Mor,2.0,Delhi,2400000
5406,Dwarka Mor,2.0,Delhi,2000000
5407,Dwarka Mor,3.0,Delhi,6000000
5408,Dwarka Mor,2.0,Delhi,2200000
5409,Dwarka Mor,3.0,Delhi,6500000
5410,Dwarka Mor,3.0,Delhi,3500000
5411,Dwarka Mor,3.0,Delhi,3100000
5412,Dwarka Mor,2.0,Delhi,2800000
5413,Alaknanda,3.0,Delhi,13600000
5414,Sector 13 Dwarka,2.0,Delhi,11000000
5415,Sector 6 Dwarka,3.0,Delhi,11700000
5416,Kalkaji,3.0,Delhi,18500000
5417,Alaknanda,2.0,Delhi,17000000
5418,Alaknanda,3.0,Delhi,19500000
5419,Saket,3.0,Delhi,28000000
5420,Saket,3.0,Delhi,20500000
5421,Vasant Kunj,3.0,Delhi,8000000
5422,Vasant Kunj,2.0,Delhi,3700000
5423,Vasant Kunj,2.0,Delhi,3700000
5424,Alaknanda,3.0,Delhi,14500000
5425,Alaknanda,3.0,Delhi,14500000
5426,Saket,2.0,Delhi,16500000
5427,Palam,3.0,Delhi,12800000
5428,Sector 10 Dwarka,3.0,Delhi,14000000
5429,Sector 7 Dwarka,3.0,Delhi,12800000
5430,Chattarpur,3.0,Delhi,8500000
5431,Chattarpur,3.0,Delhi,8500000
5432,Saket,5.0,Delhi,29000000
5433,Saket,4.0,Delhi,19000000
5434,Sector-18 Dwarka,3.0,Delhi,14500000
5435,Vasant Kunj,3.0,Delhi,7500000
5436,Vasant Kunj,2.0,Delhi,4500000
5437,Vasant Kunj,2.0,Delhi,4500000
5438,Vasant Kunj,2.0,Delhi,7500000
5439,Vasant Kunj,3.0,Delhi,6500000
5440,Vasant Kunj,3.0,Delhi,7500000
5441,Vasant Kunj,3.0,Delhi,7000000
5442,Vasant Kunj,3.0,Delhi,7500000
5443,Vasant Kunj,4.0,Delhi,15000000
5444,Vasant Kunj,2.0,Delhi,4400000
5445,Vasant Kunj,3.0,Delhi,5500000
5446,Vasant Kunj,3.0,Delhi,5500000
5447,Saket,2.0,Delhi,17000000
5448,Saket,2.0,Delhi,18000000
5449,Sector 3 Dwarka,3.0,Delhi,13000000
5450,Chattarpur,4.0,Delhi,16000000
5451,Sarvodaya Enclave,1.0,Delhi,3300000
5452,Sarvodaya Enclave,1.0,Delhi,3300000
5453,Sarvodaya Enclave,1.0,Delhi,3300000
5454,Chattarpur,2.0,Delhi,3300000
5455,Sarvodaya Enclave,1.0,Delhi,3350000
5456,Vasant Kunj,3.0,Delhi,32500000
5457,Chattarpur,2.0,Delhi,6000000
5458,Chattarpur,3.0,Delhi,5500000
5459,Chattarpur,3.0,Delhi,4800000
5460,Chattarpur,3.0,Delhi,4400000
5461,Karol Bagh,2.0,Delhi,8395000
5462,Chattarpur,3.0,Delhi,5300000
5463,Vasant Kunj,2.0,Delhi,17500000
5464,Chattarpur,2.0,Delhi,4000000
5465,Saket,3.0,Delhi,22500000
5466,Saket,4.0,Delhi,27000000
5467,Saket,3.0,Delhi,26000000
5468,Saket,4.0,Delhi,21000000
5469,Saket,3.0,Delhi,20000000
5470,Saket,2.0,Delhi,21500000
5471,Saket,3.0,Delhi,21000000
5472,Saket,3.0,Delhi,18500000
5473,Saket,3.0,Delhi,20000000
5474,Saket,4.0,Delhi,29000000
5475,Saket,4.0,Delhi,30000000
5476,Saket,3.0,Delhi,16000000
5477,Saket,3.0,Delhi,28200000
5478,Chattarpur,3.0,Delhi,6500000
5479,Chattarpur,2.0,Delhi,4000000
5480,Uttam Nagar,2.0,Delhi,2499000
5481,Chattarpur,2.0,Delhi,3000000
5482,Sector 13 Rohini,2.0,Delhi,11000000
5483,Sector 13 Rohini,2.0,Delhi,15500000
5484,Sheikh Sarai,3.0,Delhi,5700000
5485,Vasant Kunj,1.0,Delhi,7500000
5486,Vasant Kunj,2.0,Delhi,13000000
5487,Vasant Kunj,1.0,Delhi,8500000
5488,Sector 6 Dwarka,3.0,Delhi,11700000
5489,Greater Kailash,1.0,Delhi,2100000
5490,West Sagarpur,2.0,Delhi,3500000
5491,nawada,3.0,Delhi,4400000
5492,Shahdara,3.0,Delhi,6700000
5493,West Sagarpur,1.0,Delhi,2100000
5494,Ashok Vihar,1.0,Delhi,4600000
5495,nawada,3.0,Delhi,4500000
5496,Paschim Vihar,2.0,Delhi,9000000
5497,Dwarka Mor,2.0,Delhi,2000000
5498,Shahdara,4.0,Delhi,8000000
5499,Chattarpur,3.0,Delhi,5100000
5500,Sector 21 Dwarka,3.0,Delhi,13000000
5501,Shahdara,4.0,Delhi,11500000
5502,Dwarka Mor,3.0,Delhi,3000000
5503,Chattarpur,2.0,Delhi,3071000
5504,Chattarpur,2.0,Delhi,3300000
5505,Vasant Kunj,3.0,Delhi,18500000
5506,Vasant Kunj,3.0,Delhi,19000000
5507,Vasant Kunj,2.0,Delhi,14500000
5508,Vasant Kunj,3.0,Delhi,22500000
5509,Vasant Kunj,1.0,Delhi,6500000
5510,Vasant Kunj,1.0,Delhi,7000000
5511,Chattarpur,3.0,Delhi,4500000
5512,Chattarpur,3.0,Delhi,5999000
5513,Safdarjung Enclave,2.0,Delhi,22500000
5514,Vasant Kunj,1.0,Delhi,7200000
5515,Chattarpur,3.0,Delhi,5100000
5516,Sector 21 Dwarka,3.0,Delhi,13000000
5517,Shahdara,4.0,Delhi,11500000
5518,Dwarka Mor,3.0,Delhi,3000000
5519,Vasant Kunj,3.0,Delhi,17500000
5520,East of Kailash,4.0,Delhi,47500000
5521,Chattarpur,3.0,Delhi,4900000
5522,Chattarpur,2.0,Delhi,2600000
5523,Chattarpur,2.0,Delhi,2800000
5524,Chattarpur,2.0,Delhi,2500000
5525,Chattarpur,3.0,Delhi,4351000
5526,Chattarpur,2.0,Delhi,2900000
5527,Chattarpur,3.0,Delhi,4300000
5528,Chattarpur,3.0,Delhi,4699000
5529,Dwarka Mor,3.0,Delhi,3500000
5530,Dwarka Mor,3.0,Delhi,3000000
5531,Dwarka Mor,1.0,Delhi,2000000
5532,Chittaranjan Park,3.0,Delhi,14800000
5533,Chittaranjan Park,3.0,Delhi,15500000
5534,Chittaranjan Park,3.0,Delhi,15500000
5535,Chittaranjan Park,3.0,Delhi,16000000
5536,Chittaranjan Park,3.0,Delhi,15500000
5537,Chittaranjan Park,3.0,Delhi,15000000
5538,Chittaranjan Park,3.0,Delhi,14800000
5539,Chittaranjan Park,3.0,Delhi,15000000
5540,Chittaranjan Park,3.0,Delhi,16000000
5541,Chittaranjan Park,3.0,Delhi,14800000
5542,Chittaranjan Park,3.0,Delhi,15500000
5543,Chittaranjan Park,3.0,Delhi,14800000
5544,Chittaranjan Park,3.0,Delhi,14800000
5545,Chittaranjan Park,3.0,Delhi,14800000
5546,Chittaranjan Park,3.0,Delhi,15500000
5547,Chittaranjan Park,3.0,Delhi,15500000
5548,Chittaranjan Park,3.0,Delhi,15500000
5549,Chittaranjan Park,3.0,Delhi,15500000
5550,Chittaranjan Park,3.0,Delhi,15500000
5551,Chittaranjan Park,3.0,Delhi,15500000
5552,Chittaranjan Park,3.0,Delhi,15500000
5553,Chittaranjan Park,3.0,Delhi,15500000
5554,Sector 23 Rohini,3.0,Delhi,8000000
5555,Alaknanda,2.0,Delhi,17500000
5556,Alaknanda,3.0,Delhi,19500000
5557,Kalkaji,3.0,Delhi,23000000
5558,Alaknanda,3.0,Delhi,17500000
5559,Alaknanda,3.0,Delhi,18500000
5560,Sector 9 Rohini,2.0,Delhi,13500000
5561,Sector 6 Dwarka,3.0,Delhi,12500000
5562,Sector 12 Dwarka,3.0,Delhi,11399999
5563,Vasant Kunj,3.0,Delhi,40000000
5564,Vasant Kunj,2.0,Delhi,21000000
5565,mayur vihar phase 1,3.0,Delhi,22000000
5566,Vasant Kunj,2.0,Delhi,30000000
5567,Vasant Kunj,1.0,Delhi,8000000
5568,Vasant Kunj,3.0,Delhi,29000000
5569,Vasant Kunj,2.0,Delhi,14000000
5570,Vasant Kunj,3.0,Delhi,75000000
5571,Sector 13 Rohini,2.0,Delhi,17000000
5572,Vasant Kunj,1.0,Delhi,7500000
5573,Vasant Kunj,1.0,Delhi,16000000
5574,Vasant Kunj,2.0,Delhi,16000000
5575,Vasant Kunj,1.0,Delhi,11500000
5576,Uttam Nagar,4.0,Delhi,9000000
5577,Uttam Nagar,4.0,Delhi,8900000
5578,Uttam Nagar,3.0,Delhi,4700000
5579,Uttam Nagar,2.0,Delhi,2700000
5580,Uttam Nagar,2.0,Delhi,2400000
5581,Uttam Nagar,3.0,Delhi,7500000
5582,Uttam Nagar,2.0,Delhi,3500000
5583,Uttam Nagar,3.0,Delhi,4200000
5584,Vasant Kunj,2.0,Delhi,12000000
5585,Sector 13 Rohini,2.0,Delhi,12000000
5586,Sector 13 Rohini,2.0,Delhi,12500000
5587,Sector 13 Rohini,2.0,Delhi,12000000
5588,Hauz Khas,3.0,Delhi,6900000
5589,Dashrath Puri,1.0,Delhi,2300000
5590,Sector 13 Rohini,3.0,Delhi,4200000
5591,Rohini Sector 9,3.0,Delhi,19000000
5592,Sector 9 Rohini,3.0,Delhi,18000000
5593,Pitampura,2.0,Delhi,8499000
5594,SULTANPUR,2.0,Delhi,3200000
5595,Pitampura,3.0,Delhi,40000000
5596,Sheikh Sarai,3.0,Delhi,5700000
5597,Greater Kailash,3.0,Delhi,32500000
5598,Uttam Nagar,3.0,Delhi,5000000
5599,Uttam Nagar,3.0,Delhi,6200000
5600,Uttam Nagar,3.0,Delhi,5200000
5601,Patparganj,4.0,Delhi,41800000
5602,Shahdara,2.0,Delhi,5100000
5603,Kaushambi,3.0,Delhi,5233000
5604,Patparganj,3.0,Delhi,36000000
5605,mayur vihar phase 1,3.0,Delhi,25000000
5606,Vasant Kunj,1.0,Delhi,9000000
5607,Vasant Kunj,3.0,Delhi,18500000
5608,Shakurbasti,2.0,Delhi,2868000
5609,Sector 6 Dwarka,4.0,Delhi,21500000
5610,Sector 6 Dwarka,3.0,Delhi,21000000
5611,Sector 6 Dwarka,3.0,Delhi,18000000
5612,Sector 5 Dwarka,3.0,Delhi,13799999
5613,Sector 10 Dwarka,3.0,Delhi,16000000
5614,Sector 6 Dwarka,4.0,Delhi,20000000
5615,Karol Bagh,2.0,Delhi,3325000
5616,Sector 13 Rohini,3.0,Delhi,12500000
5617,Mayur Vihar II,2.0,Delhi,8500000
5618,Mayur Vihar II,1.0,Delhi,6300000
5619,Sector 13 Rohini,3.0,Delhi,12500000
5620,Mayur Vihar II,2.0,Delhi,8700000
5621,Vasant Kunj,2.0,Delhi,19900000
5622,Vasant Kunj,2.0,Delhi,15000000
5623,Vasant Kunj,2.0,Delhi,22000000
5624,Vasant Kunj,3.0,Delhi,21500000
5625,Vasant Kunj,2.0,Delhi,21500000
5626,Vasant Kunj,3.0,Delhi,28000000
5627,Vasant Kunj,2.0,Delhi,22000000
5628,Uttam Nagar,3.0,Delhi,5300000
5629,Greater Kailash,3.0,Delhi,35000000
5630,Vasant Kunj,3.0,Delhi,19500000
5631,Hari Nagar,2.0,Delhi,4200000
5632,Uttam Nagar,3.0,Delhi,5400000
5633,Hari Nagar,2.0,Delhi,5100000
5634,Siri Fort,3.0,Delhi,65000000
5635,Sector-18 Dwarka,4.0,Delhi,24900000
5636,Sector 19 Dwarka,4.0,Delhi,22500000
5637,Sector 11 Dwarka,4.0,Delhi,20500000
5638,Sector 22 Dwarka,4.0,Delhi,17500000
5639,Vasant Kunj,1.0,Delhi,7200000
5640,Pitampura,2.0,Delhi,14500000
5641,Pitampura,2.0,Delhi,8000000
5642,Sector 10 Dwarka,3.0,Delhi,14000000
5643,Vasant Kunj,1.0,Delhi,7200000
5644,Pitampura,2.0,Delhi,14500000
5645,Pitampura,2.0,Delhi,8000000
5646,Katwaria Sarai,1.0,Delhi,2200000
5647,Sector 9 Rohini,2.0,Delhi,14800000
5648,Sector 9 Rohini,2.0,Delhi,12000000
5649,Hari Nagar,2.0,Delhi,4500000
5650,Vasant Kunj,3.0,Delhi,7000000
5651,Vasant Kunj,2.0,Delhi,5500000
5652,Vasant Kunj,1.0,Delhi,20000000
5653,Sector 6 Dwarka,3.0,Delhi,17500000
5654,Sector 6 Dwarka,3.0,Delhi,14700000
5655,Sector 5 Dwarka,3.0,Delhi,15500000
5656,Mayur Vihar II,2.0,Delhi,9000000
5657,Hari Nagar,1.0,Delhi,3000000
5658,Paschim Vihar,2.0,Delhi,11800000
5659,Hari Nagar,2.0,Delhi,3600000
5660,Mayur Vihar II,3.0,Delhi,17000000
5661,Hari Nagar,1.0,Delhi,3000000
5662,Sector 13 Rohini,2.0,Delhi,10500000
5663,Uttam Nagar,3.0,Delhi,5300000
5664,Greater Kailash,3.0,Delhi,35000000
5665,Hari Nagar,2.0,Delhi,5100000
5666,Siri Fort,3.0,Delhi,65000000
5667,Mayur Vihar II,1.0,Delhi,12000000
5668,Sector 13 Rohini,2.0,Delhi,10000000
5669,Mayur Vihar,3.0,Delhi,20000000
5670,Vasant Kunj,2.0,Delhi,27000000
5671,Hari Nagar,2.0,Delhi,4200000
5672,Sector 10 Dwarka,4.0,Delhi,21000000
5673,Sector 22 Dwarka,4.0,Delhi,17500000
5674,Sector 22 Dwarka,2.0,Delhi,11500000
5675,Sector 19 Dwarka,4.0,Delhi,23000000
5676,Sector 23 Dwarka,3.0,Delhi,13500000
5677,Sector 19 Dwarka,2.0,Delhi,12400000
5678,Sector-18 Dwarka,3.0,Delhi,16500000
5679,Sector 7 Dwarka,2.0,Delhi,10500000
5680,Sector 12 Dwarka,3.0,Delhi,17500000
5681,Sector 3 Dwarka,2.0,Delhi,10500000
5682,Hari Nagar,1.0,Delhi,3000000
5683,Paschim Vihar,2.0,Delhi,11800000
5684,Hari Nagar,2.0,Delhi,3600000
5685,Vasant Kunj,2.0,Delhi,19900000
5686,Sector-18 Dwarka,4.0,Delhi,24900000
5687,Sector 3 Dwarka,3.0,Delhi,14500000
5688,Sector 11 Dwarka,4.0,Delhi,20500000
5689,Sector 22 Dwarka,2.0,Delhi,11500000
5690,Sector 19 Dwarka,4.0,Delhi,23000000
5691,Sector 23 Dwarka,3.0,Delhi,13500000
5692,Sector 19 Dwarka,2.0,Delhi,12400000
5693,Vasant Kunj,1.0,Delhi,7200000
5694,Pitampura,2.0,Delhi,14500000
5695,Pitampura,2.0,Delhi,8000000
5696,Katwaria Sarai,1.0,Delhi,2200000
5697,Karol Bagh,2.0,Delhi,3325000
5698,Mayur Vihar II,1.0,Delhi,12000000
5699,Sector 13 Rohini,2.0,Delhi,10000000
5700,Mayur Vihar,3.0,Delhi,20000000
5701,Mayur Vihar,3.0,Delhi,22000000
5702,Vasant Kunj,1.0,Delhi,7000000
5703,Vasant Kunj,3.0,Delhi,29000000
5704,Vasant Kunj,1.0,Delhi,7500000
5705,Hari Nagar,1.0,Delhi,3000000
5706,Vasant Kunj,2.0,Delhi,19500000
5707,Vasant Kunj,3.0,Delhi,25000000
5708,Vasant Kunj,3.0,Delhi,26000000
5709,Mansa Ram Park,3.0,Delhi,3400000
5710,Paschim Vihar,3.0,Delhi,12500000
5711,Paschim Vihar,2.0,Delhi,9000000
5712,Paschim Vihar,3.0,Delhi,10000000
5713,Paschim Vihar,3.0,Delhi,10000000
5714,Rohini Sector 9,2.0,Delhi,12500000
5715,Rohini Sector 9,2.0,Delhi,9400000
5716,Rohini Sector 9,3.0,Delhi,16500000
5717,Rohini Sector 9,2.0,Delhi,15000000
5718,Rohini Sector 9,3.0,Delhi,18500000
5719,Rohini Sector 9,2.0,Delhi,10700000
5720,Rohini Sector 9,3.0,Delhi,19500000
5721,Paschim Vihar,1.0,Delhi,16000000
5722,Vasant Kunj,1.0,Delhi,8000000
5723,Vasant Kunj,2.0,Delhi,16000000
5724,Vasant Kunj,3.0,Delhi,19000000
5725,Jasola,2.0,Delhi,11900000
5726,Jasola,2.0,Delhi,11700000
5727,Jasola,2.0,Delhi,11000000
5728,Jasola,2.0,Delhi,11100000
5729,Jasola,2.0,Delhi,11500000
5730,Jasola,3.0,Delhi,13799999
5731,Jasola,3.0,Delhi,12600000
5732,Jasola,2.0,Delhi,11600000
5733,Jasola,3.0,Delhi,13600000
5734,Pitampura,1.0,Delhi,4999000
5735,Vasant Kunj,2.0,Delhi,14500000
5736,Dashrath Puri,2.0,Delhi,3600000
5737,Dashrath Puri,1.0,Delhi,2400000
5738,Nasirpur,3.0,Delhi,5500000
5739,Paschim Vihar,2.0,Delhi,9000000
5740,Pitampura,3.0,Delhi,12000000
5741,DLF Phase 5,4.0,Delhi,16000000
5742,Jasola,2.0,Delhi,11600000
5743,Jasola,3.0,Delhi,13600000
5744,Nizampet,2.0,Hyderabad,6968000
5745,Hitech City,4.0,Hyderabad,29000000
5746,Manikonda,2.0,Hyderabad,6590000
5747,Alwal,3.0,Hyderabad,5739000
5748,Kukatpally,2.0,Hyderabad,5679000
5749,Nizampet,2.0,Hyderabad,6099000
5750,Manikonda,2.0,Hyderabad,7000000
5751,Gachibowli,3.0,Hyderabad,4198000
5752,Tellapur,3.0,Hyderabad,9900000
5753,Gachibowli,2.0,Hyderabad,9800000
5754,Kokapet,3.0,Hyderabad,8903000
5755,Hyder Nagar,2.0,Hyderabad,6300000
5756,Mehdipatnam,2.0,Hyderabad,6300000
5757,Tellapur,3.0,Hyderabad,9000000
5758,Narsingi,3.0,Hyderabad,11100000
5759,Kukatpally,3.0,Hyderabad,10900000
5760,Madhapur,2.0,Hyderabad,8625000
5761,Tellapur,3.0,Hyderabad,9900000
5762,Puppalaguda,3.0,Hyderabad,3900000
5763,Nizampet,2.0,Hyderabad,6968000
5764,Hitech City,4.0,Hyderabad,29000000
5765,Manikonda,2.0,Hyderabad,6590000
5766,Alwal,3.0,Hyderabad,5739000
5767,Kukatpally,2.0,Hyderabad,5679000
5768,Nizampet,2.0,Hyderabad,6099000
5769,Manikonda,2.0,Hyderabad,7000000
5770,Gachibowli,3.0,Hyderabad,4198000
5771,Tellapur,3.0,Hyderabad,9900000
5772,Gachibowli,2.0,Hyderabad,9800000
5773,Kokapet,3.0,Hyderabad,8903000
5774,Hyder Nagar,2.0,Hyderabad,6300000
5775,Mehdipatnam,2.0,Hyderabad,6300000
5776,Tellapur,3.0,Hyderabad,9000000
5777,Narsingi,3.0,Hyderabad,11100000
5778,Kukatpally,3.0,Hyderabad,10900000
5779,Madhapur,2.0,Hyderabad,8625000
